ticker,sector,industry
EPHE,その他,
EPSN,Energy,Oil & Gas E&P
EHC,Healthcare,Medical Care Facilities
BOC,Industrials,Conglomerates
TUYA,Technology,Software - Infrastructure
SAIC,Technology,Information Technology Services
MGEE,Utilities,Utilities - Regulated Electric
DXCM,Healthcare,Medical Devices
PERI,Communication Services,Internet Content & Information
BRKU,その他,
SPDN,その他,
SH,その他,
BCRX,Healthcare,Drug Manufacturers - Specialty & Generic
HTZ,Industrials,Rental & Leasing Services
KNF,Basic Materials,Building Materials
NUTX,Healthcare,Medical Care Facilities
OPEN,Real Estate,Real Estate Services
MI,Consumer Cyclical,Internet Retail
VOR,Healthcare,Biotechnology
LONA,Healthcare,Biotechnology
NEGG,Consumer Cyclical,Internet Retail
ZEPP,Technology,Consumer Electronics
HL,Basic Materials,Other Precious Metals & Mining
AREC,Basic Materials,Coking Coal
HYFT,Healthcare,Biotechnology
MOB,Industrials,Aerospace & Defense
FIEE,Technology,Communication Equipment
OLMA,Healthcare,Biotechnology
PZG,Basic Materials,Gold
NVA,Basic Materials,Other Industrial Metals & Mining
EXK,Basic Materials,Silver
PROK,Healthcare,Biotechnology
ABAT,Industrials,Waste Management
PRME,Healthcare,Biotechnology
JNUG,その他,
IBIO,Healthcare,Biotechnology
NB,Basic Materials,Other Industrial Metals & Mining
NUGT,その他,
NG,Basic Materials,Gold
CMTL,Technology,Communication Equipment
LYEL,Healthcare,Biotechnology
RMCO,Financial Services,Asset Management
NUVB,Healthcare,Biotechnology
ORMP,Healthcare,Biotechnology
TAOX,Technology,Software - Infrastructure
OKUR,Healthcare,Biotechnology
CSIQ,Technology,Solar
SBSW,Basic Materials,Other Precious Metals & Mining
SYM,Industrials,Specialty Industrial Machinery
MLYS,Healthcare,Biotechnology
HLF,Consumer Defensive,Packaged Foods
LCTX,Healthcare,Biotechnology
W,Consumer Cyclical,Internet Retail
MNY,Communication Services,Internet Content & Information
LMND,Financial Services,Insurance - Property & Casualty
LXEO,Healthcare,Biotechnology
EQX,Basic Materials,Gold
BTU,Energy,Thermal Coal
MNPR,Healthcare,Biotechnology
PSNL,Healthcare,Diagnostics & Research
SVRA,Healthcare,Biotechnology
GFI,Basic Materials,Gold
NDRA,Healthcare,Diagnostics & Research
AQST,Healthcare,Drug Manufacturers - Specialty & Generic
BOF,Consumer Defensive,Packaged Foods
RANI,Healthcare,Biotechnology
CLF,Basic Materials,Steel
VERA,Healthcare,Biotechnology
VHC,Technology,Software - Infrastructure
ALLR,Healthcare,Biotechnology
ELAN,Healthcare,Drug Manufacturers - Specialty & Generic
GROY,Basic Materials,Gold
IE,Basic Materials,Copper
GITS,Communication Services,Internet Content & Information
DRD,Basic Materials,Gold
FLNT,Communication Services,Advertising Agencies
ZBIO,Healthcare,Biotechnology
JOBY,Industrials,Airports & Air Services
MATV,Basic Materials,Specialty Chemicals
BGSF,Industrials,Staffing & Employment Services
GRWG,Consumer Cyclical,Specialty Retail
SMRT,Technology,Software - Application
FSM,Basic Materials,Gold
SONO,Technology,Consumer Electronics
WKEY,Technology,Semiconductors
GPCR,Healthcare,Biotechnology
AEO,Consumer Cyclical,Apparel Retail
PYXS,Healthcare,Biotechnology
GAU,Basic Materials,Gold
DSWL,Technology,Electronic Components
LEU,Energy,Uranium
RMCF,Consumer Defensive,Confectioners
CDZI,Utilities,Utilities - Regulated Water
APH,Technology,Electronic Components
ADPT,Healthcare,Diagnostics & Research
METC,Basic Materials,Coking Coal
ALGT,Industrials,Airlines
KRMN,Industrials,Aerospace & Defense
LVLU,Consumer Cyclical,Apparel Retail
RIGL,Healthcare,Biotechnology
LBTYB,Communication Services,Telecom Services
ELLO,Utilities,Utilities - Renewable
SYPR,Consumer Cyclical,Auto Parts
AMR,Basic Materials,Coking Coal
AEM,Basic Materials,Gold
ACRV,Healthcare,Biotechnology
XNCR,Healthcare,Biotechnology
ARQT,Healthcare,Biotechnology
BAER,Industrials,Security & Protection Services
ADNT,Consumer Cyclical,Auto Parts
TXMD,Healthcare,Drug Manufacturers - Specialty & Generic
HII,Industrials,Aerospace & Defense
TARS,Healthcare,Biotechnology
UROY,Energy,Uranium
DDS,Consumer Cyclical,Department Stores
SBH,Consumer Cyclical,Specialty Retail
USAU,Basic Materials,Gold
FORTY,Technology,Information Technology Services
ZETA,Technology,Software - Infrastructure
FTCI,Technology,Solar
RYTM,Healthcare,Biotechnology
COMP,Real Estate,Real Estate Services
MBI,Financial Services,Insurance - Specialty
MNRO,Consumer Cyclical,Auto Parts
KE,Industrials,Electrical Equipment & Parts
OR,Basic Materials,Gold
RDDT,Communication Services,Internet Content & Information
WBTN,Communication Services,Internet Content & Information
RM,Financial Services,Credit Services
DXR,Healthcare,Medical Instruments & Supplies
ARVN,Healthcare,Biotechnology
DIN,Consumer Cyclical,Restaurants
HIT,Technology,Software - Application
LVWR,Consumer Cyclical,Auto Manufacturers
GEOS,Energy,Oil & Gas Equipment & Services
MB,Consumer Cyclical,Restaurants
SOHU,Communication Services,Electronic Gaming & Multimedia
TBH,Communication Services,Electronic Gaming & Multimedia
MXC,Energy,Oil & Gas E&P
OKLO,Utilities,Utilities - Independent Power Producers
LUV,Industrials,Airlines
CMCL,Basic Materials,Gold
LOOP,Basic Materials,Specialty Chemicals
SCLX,Healthcare,Drug Manufacturers - General
JOYY,Communication Services,Internet Content & Information
YQ,Consumer Defensive,Education & Training Services
PI,Technology,Semiconductors
OSK,Industrials,Farm & Heavy Construction Machinery
PACB,Healthcare,Medical Devices
NTRA,Healthcare,Diagnostics & Research
AFRM,Financial Services,Credit Services
EBS,Healthcare,Drug Manufacturers - Specialty & Generic
DAKT,Technology,Electronic Components
CLB,Energy,Oil & Gas Equipment & Services
VYGR,Healthcare,Biotechnology
AMRN,Healthcare,Drug Manufacturers - General
MGLD,Financial Services,Asset Management
PLX,Healthcare,Biotechnology
BRKR,Healthcare,Medical Devices
HSY,Consumer Defensive,Confectioners
BCO,Industrials,Security & Protection Services
HE,Utilities,Utilities - Regulated Electric
SHC,Healthcare,Diagnostics & Research
SYF,Financial Services,Credit Services
CRNC,Technology,Software - Application
ONC,Healthcare,Biotechnology
JL,Consumer Cyclical,Apparel Manufacturing
SGC,Consumer Cyclical,Apparel Manufacturing
FRD,Basic Materials,Steel
SES,Consumer Cyclical,Auto Parts
DEW,その他,
WTBA,Financial Services,Banks - Regional
FLOW,その他,
FERG,Industrials,Industrial Distribution
FUNC,Financial Services,Banks - Regional
KRMA,その他,
STRR,Industrials,Conglomerates
FNLC,Financial Services,Banks - Regional
HROW,Healthcare,Drug Manufacturers - Specialty & Generic
SBCF,Financial Services,Banks - Regional
WLK,Basic Materials,Specialty Chemicals
GD,Industrials,Aerospace & Defense
VRDN,Healthcare,Biotechnology
BBH,その他,
BWMN,Industrials,Engineering & Construction
ASTE,Industrials,Farm & Heavy Construction Machinery
JVA,Consumer Defensive,Packaged Foods
EGAN,Technology,Software - Application
ULTA,Consumer Cyclical,Specialty Retail
EOSE,Industrials,Electrical Equipment & Parts
BFRI,Healthcare,Drug Manufacturers - Specialty & Generic
XYLG,その他,
AIRS,Healthcare,Medical Care Facilities
HALO,Healthcare,Biotechnology
CSTL,Healthcare,Diagnostics & Research
LODE,Basic Materials,Other Precious Metals & Mining
BDL,Consumer Cyclical,Restaurants
TCBX,Financial Services,Banks - Regional
GLXY,Financial Services,Capital Markets
TGEN,Industrials,Electrical Equipment & Parts
TSLW,その他,
NEO,Healthcare,Diagnostics & Research
FUSB,Financial Services,Banks - Regional
WFCF,Industrials,Specialty Business Services
IDCC,Technology,Software - Application
SWKS,Technology,Semiconductors
AX,Financial Services,Banks - Regional
WSM,Consumer Cyclical,Specialty Retail
NWFL,Financial Services,Banks - Regional
ARRY,Technology,Solar
CBFV,Financial Services,Banks - Regional
DAIO,Technology,Electronic Components
RGS,Consumer Cyclical,Personal Services
U,Technology,Software - Application
RGLD,Basic Materials,Gold
TKO,Communication Services,Entertainment
TPB,Consumer Defensive,Tobacco
GDS,Technology,Information Technology Services
LGCY,Consumer Defensive,Education & Training Services
BGS,Consumer Defensive,Packaged Foods
HWBK,Financial Services,Banks - Regional
FBK,Financial Services,Banks - Regional
IQV,Healthcare,Diagnostics & Research
SLN,Healthcare,Biotechnology
AUBN,Financial Services,Banks - Regional
DB,Financial Services,Banks - Regional
INDO,Energy,Oil & Gas E&P
TATT,Industrials,Aerospace & Defense
CING,Healthcare,Biotechnology
INVE,Industrials,Building Products & Equipment
MHO,Consumer Cyclical,Residential Construction
KMDA,Healthcare,Drug Manufacturers - Specialty & Generic
FDSB,Financial Services,Banks - Regional
ABBV,Healthcare,Drug Manufacturers - General
DOGG,その他,
GEF,Consumer Cyclical,Packaging & Containers
BPRN,Financial Services,Banks - Regional
EMBJ,Industrials,Aerospace & Defense
FNOV,その他,
FDBC,Financial Services,Banks - Regional
PGNY,Healthcare,Healthcare Plans
FRI,その他,
SJ,Communication Services,Internet Content & Information
PRSO,Technology,Semiconductors
OMEX,Basic Materials,Other Industrial Metals & Mining
SROI,その他,
TLRY,Healthcare,Drug Manufacturers - Specialty & Generic
BSVN,Financial Services,Banks - Regional
GXO,Industrials,Integrated Freight & Logistics
PHM,Consumer Cyclical,Residential Construction
LCNB,Financial Services,Banks - Regional
PROV,Financial Services,Banks - Regional
BSBK,Financial Services,Banks - Regional
SF,Financial Services,Capital Markets
CREX,Technology,Software - Application
VHT,その他,
OPBK,Financial Services,Banks - Regional
SNAL,Communication Services,Electronic Gaming & Multimedia
HGTY,Financial Services,Insurance - Property & Casualty
ALTY,その他,
MOAT,その他,
HIFS,Financial Services,Banks - Regional
NOAH,Financial Services,Asset Management
CCEF,その他,
CZNC,Financial Services,Banks - Regional
NEU,Basic Materials,Specialty Chemicals
XLV,その他,
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
OWLT,Healthcare,Medical Devices
LNC,Financial Services,Insurance - Life
SBFG,Financial Services,Banks - Regional
MSTZ,その他,
DFE,その他,
HOV,Consumer Cyclical,Residential Construction
AXIL,Technology,Consumer Electronics
STC,Financial Services,Insurance - Property & Casualty
FOX,Communication Services,Entertainment
OMF,Financial Services,Credit Services
CCLD,Healthcare,Health Information Services
KEP,Utilities,Utilities - Regulated Electric
ORI,Financial Services,Insurance - Property & Casualty
FE,Utilities,Utilities - Regulated Electric
IPWR,Technology,Semiconductors
POLA,Industrials,Electrical Equipment & Parts
CFFI,Financial Services,Banks - Regional
EUDG,その他,
PED,Energy,Oil & Gas E&P
TRAW,Healthcare,Biotechnology
GSM,Basic Materials,Other Industrial Metals & Mining
POCI,Healthcare,Medical Instruments & Supplies
HBB,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AGCO,Industrials,Farm & Heavy Construction Machinery
BDTX,Healthcare,Biotechnology
RAIL,Industrials,Railroads
CBLL,Healthcare,Medical Devices
CTGO,Basic Materials,Gold
ALHC,Healthcare,Healthcare Plans
OCUL,Healthcare,Biotechnology
ANVS,Healthcare,Biotechnology
GNTX,Consumer Cyclical,Auto Parts
RDTL,その他,
SNDL,Consumer Defensive,Beverages - Wineries & Distilleries
DLO,Technology,Software - Infrastructure
GRBK,Consumer Cyclical,Residential Construction
SCSC,Technology,Electronics & Computer Distribution
RGCO,Utilities,Utilities - Regulated Gas
BDX,Healthcare,Medical Instruments & Supplies
BH,Consumer Cyclical,Restaurants
IBEX,Technology,Information Technology Services
LAB,Healthcare,Medical Devices
MTW,Industrials,Farm & Heavy Construction Machinery
DTI,Energy,Oil & Gas Equipment & Services
CNX,Energy,Oil & Gas E&P
CWCO,Utilities,Utilities - Regulated Water
ULTY,その他,
TFX,Healthcare,Medical Instruments & Supplies
TSLG,その他,
BKKT,Technology,Software - Infrastructure
JEF,Financial Services,Capital Markets
CLOV,Healthcare,Healthcare Plans
CZFS,Financial Services,Banks - Regional
SIM,Basic Materials,Steel
WEBL,その他,
MAYS,Real Estate,Real Estate Services
IFGL,その他,
PFGC,Consumer Defensive,Food Distribution
YMAX,その他,
ACDC,Energy,Oil & Gas Equipment & Services
ROAD,Industrials,Engineering & Construction
BAYA,Financial Services,Shell Companies
DMRC,Technology,Software - Application
LPRO,Financial Services,Credit Services
AQN,Utilities,Utilities - Diversified
FCNCA,Financial Services,Banks - Regional
MSA,Industrials,Security & Protection Services
BYD,Consumer Cyclical,Resorts & Casinos
FRBA,Financial Services,Banks - Regional
NECB,Financial Services,Banks - Regional
FLR,Industrials,Engineering & Construction
NODK,Financial Services,Insurance - Property & Casualty
REGN,Healthcare,Biotechnology
RIBB,Financial Services,Shell Companies
BZFD,Communication Services,Internet Content & Information
KC,Technology,Software - Application
RVTY,Healthcare,Diagnostics & Research
EXC,Utilities,Utilities - Regulated Electric
KVAC,Financial Services,Shell Companies
DIT,Consumer Defensive,Food Distribution
VCLT,その他,
SOLV,Healthcare,Medical Instruments & Supplies
CUE,Healthcare,Biotechnology
LH,Healthcare,Diagnostics & Research
CBRE,Real Estate,Real Estate Services
CPSL,その他,
MIND,Technology,Scientific & Technical Instruments
HBAN,Financial Services,Banks - Regional
BLMN,Consumer Cyclical,Restaurants
PJT,Financial Services,Capital Markets
RWX,その他,
MFIN,Financial Services,Credit Services
RXI,その他,
CPSY,その他,
PRU,Financial Services,Insurance - Life
MCK,Healthcare,Medical Distribution
AMWL,Healthcare,Health Information Services
PATK,Consumer Cyclical,Recreational Vehicles
WVE,Healthcare,Biotechnology
VFH,その他,
ITW,Industrials,Specialty Industrial Machinery
THC,Healthcare,Medical Care Facilities
OMC,Communication Services,Advertising Agencies
FTCS,その他,
CR,Industrials,Specialty Industrial Machinery
LGOV,その他,
NU,Financial Services,Banks - Regional
CPK,Utilities,Utilities - Regulated Gas
BBCP,Industrials,Engineering & Construction
SGI,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MMM,Industrials,Conglomerates
AIRJ,Industrials,Building Products & Equipment
DECK,Consumer Cyclical,Footwear & Accessories
PSK,その他,
RJF,Financial Services,Asset Management
XLF,その他,
ATLX,Basic Materials,Other Industrial Metals & Mining
NVCT,Healthcare,Biotechnology
SMG,Basic Materials,Agricultural Inputs
SNPS,Technology,Software - Infrastructure
TLK,Communication Services,Telecom Services
DE,Industrials,Farm & Heavy Construction Machinery
BIV,その他,
GENC,Industrials,Farm & Heavy Construction Machinery
SBGI,Communication Services,Broadcasting
TOTL,その他,
MTRX,Industrials,Engineering & Construction
PAG,Consumer Cyclical,Auto & Truck Dealerships
SPTL,その他,
TWI,Industrials,Farm & Heavy Construction Machinery
TLT,その他,
NMG,Basic Materials,Other Industrial Metals & Mining
LTTI,その他,
RLX,Consumer Defensive,Tobacco
DOLE,Consumer Defensive,Farm Products
EDUC,Communication Services,Publishing
MMI,Real Estate,Real Estate Services
AN,Consumer Cyclical,Auto & Truck Dealerships
EDV,その他,
HNNA,Financial Services,Asset Management
POLE,Financial Services,Shell Companies
VEL,Financial Services,Mortgage Finance
MWA,Industrials,Specialty Industrial Machinery
IEF,その他,
PIO,その他,
NX,Industrials,Building Products & Equipment
PEG,Utilities,Utilities - Regulated Electric
TECH,Healthcare,Biotechnology
CDXS,Healthcare,Biotechnology
TM,Consumer Cyclical,Auto Manufacturers
HSIC,Healthcare,Medical Distribution
TREE,Financial Services,Financial Conglomerates
USLM,Basic Materials,Building Materials
SPTI,その他,
VGIT,その他,
PEPG,Healthcare,Biotechnology
ICUI,Healthcare,Medical Instruments & Supplies
REYN,Consumer Cyclical,Packaging & Containers
AVAV,Industrials,Aerospace & Defense
UGI,Utilities,Utilities - Regulated Gas
HNRG,Energy,Thermal Coal
AWI,Industrials,Building Products & Equipment
CRWV,Technology,Software - Infrastructure
CLOU,その他,
PB,Financial Services,Banks - Regional
SCI,Consumer Cyclical,Personal Services
JBLU,Industrials,Airlines
BNDX,その他,
MTG,Financial Services,Insurance - Specialty
COLM,Consumer Cyclical,Apparel Manufacturing
HAYW,Industrials,Electrical Equipment & Parts
BEAG,Financial Services,Shell Companies
HLMN,Industrials,Tools & Accessories
SHOP,Technology,Software - Application
INBK,Financial Services,Banks - Regional
BOOM,Industrials,Conglomerates
BTDR,Technology,Software - Application
FXI,その他,
FBY,その他,
CCK,Consumer Cyclical,Packaging & Containers
HOG,Consumer Cyclical,Recreational Vehicles
PAMT,Industrials,Trucking
IBM,Technology,Information Technology Services
KLIP,その他,
NFG,Energy,Oil & Gas Integrated
PPG,Basic Materials,Specialty Chemicals
XTIA,Industrials,Aerospace & Defense
DSGR,Industrials,Industrial Distribution
PSIX,Industrials,Specialty Industrial Machinery
AXS,Financial Services,Insurance - Specialty
GPN,Industrials,Specialty Business Services
ORLY,Consumer Cyclical,Auto Parts
BDC,Technology,Communication Equipment
CE,Basic Materials,Chemicals
FDP,Consumer Defensive,Farm Products
LAW,Technology,Software - Application
NTES,Communication Services,Electronic Gaming & Multimedia
VRTX,Healthcare,Biotechnology
MPAA,Consumer Cyclical,Auto Parts
RVLV,Consumer Cyclical,Internet Retail
QXO,Industrials,Industrial Distribution
BBBY,その他,
FAS,その他,
CMPX,Healthcare,Biotechnology
LND,Consumer Defensive,Farm Products
IBO,Healthcare,Biotechnology
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AVNT,Basic Materials,Specialty Chemicals
FIW,その他,
NMIH,Financial Services,Insurance - Specialty
CNS,Financial Services,Asset Management
BCPC,Basic Materials,Specialty Chemicals
ECL,Basic Materials,Specialty Chemicals
INGN,Healthcare,Medical Devices
PAM,Industrials,Conglomerates
RVSB,Financial Services,Banks - Regional
SITE,Industrials,Industrial Distribution
HRTG,Financial Services,Insurance - Property & Casualty
MYGN,Healthcare,Diagnostics & Research
OSIS,Technology,Electronic Components
HOMB,Financial Services,Banks - Regional
KMTS,Healthcare,Medical Instruments & Supplies
MSI,Technology,Communication Equipment
ATHE,Healthcare,Biotechnology
LAES,Technology,Semiconductors
WOR,Industrials,Metal Fabrication
AIN,Consumer Cyclical,Textile Manufacturing
PCYO,Utilities,Utilities - Regulated Water
TBI,Industrials,Staffing & Employment Services
OFIX,Healthcare,Medical Devices
ALLT,Technology,Software - Infrastructure
INMD,Healthcare,Medical Devices
MDLZ,Consumer Defensive,Confectioners
SSTK,Communication Services,Internet Content & Information
FFIN,Financial Services,Banks - Regional
CLPT,Healthcare,Medical Devices
KHC,Consumer Defensive,Packaged Foods
CWT,Utilities,Utilities - Regulated Water
IOSP,Basic Materials,Specialty Chemicals
T,Communication Services,Telecom Services
CARS,Communication Services,Internet Content & Information
BMEA,Healthcare,Biotechnology
DBX,Technology,Software - Infrastructure
ALGN,Healthcare,Medical Instruments & Supplies
LKFT,Healthcare,Biotechnology
HHH,Real Estate,Real Estate - Development
APOG,Industrials,Building Products & Equipment
BOEU,その他,
TG,Industrials,Metal Fabrication
FABC,Consumer Cyclical,Auto Manufacturers
SARO,Industrials,Aerospace & Defense
TXRH,Consumer Cyclical,Restaurants
DIS,Communication Services,Entertainment
WRB,Financial Services,Insurance - Property & Casualty
GLBE,Consumer Cyclical,Internet Retail
HPQ,Technology,Computer Hardware
JD,Consumer Cyclical,Internet Retail
COR,Healthcare,Medical Distribution
S,Technology,Software - Infrastructure
MILN,その他,
AGIO,Healthcare,Biotechnology
AXTA,Basic Materials,Specialty Chemicals
PRCH,Financial Services,Insurance - Property & Casualty
NOG,Energy,Oil & Gas E&P
SCYX,Healthcare,Drug Manufacturers - Specialty & Generic
BMRN,Healthcare,Biotechnology
GPGI,Industrials,Metal Fabrication
STEP,Financial Services,Asset Management
MED,Consumer Cyclical,Personal Services
TGS,Energy,Oil & Gas Integrated
V,Financial Services,Credit Services
CDRE,Industrials,Aerospace & Defense
LOCL,Consumer Defensive,Farm Products
BOLD,Healthcare,Biotechnology
CRSR,Technology,Computer Hardware
EXP,Basic Materials,Building Materials
PNFP,Financial Services,Banks - Regional
BNTX,Healthcare,Biotechnology
PBHC,Financial Services,Banks - Regional
SAFT,Financial Services,Insurance - Property & Casualty
WM,Industrials,Waste Management
ZBH,Healthcare,Medical Devices
MBUU,Consumer Cyclical,Recreational Vehicles
TPG,Financial Services,Asset Management
EIG,Financial Services,Insurance - Specialty
VACH,Financial Services,Shell Companies
GEHC,Healthcare,Medical Devices
FLWS,Consumer Cyclical,Specialty Retail
CSW,Industrials,Specialty Industrial Machinery
WNC,Industrials,Farm & Heavy Construction Machinery
CMCO,Industrials,Farm & Heavy Construction Machinery
CAE,Industrials,Aerospace & Defense
CI,Healthcare,Healthcare Plans
QUBT,Technology,Computer Hardware
ACIW,Technology,Software - Infrastructure
J,Industrials,Engineering & Construction
FLYX,Industrials,Airlines
SAIL,Technology,Software - Infrastructure
GEN,Technology,Software - Infrastructure
BBW,Consumer Cyclical,Specialty Retail
AVY,Consumer Cyclical,Packaging & Containers
FG,Financial Services,Insurance - Life
FWONA,Communication Services,Entertainment
MCD,Consumer Cyclical,Restaurants
PFSI,Financial Services,Mortgage Finance
WSC,Industrials,Rental & Leasing Services
ORGO,Healthcare,Drug Manufacturers - Specialty & Generic
CVRX,Healthcare,Medical Devices
BABX,その他,
DGICA,Financial Services,Insurance - Property & Casualty
KDP,Consumer Defensive,Beverages - Non-Alcoholic
UPB,Healthcare,Biotechnology
ICLR,Healthcare,Diagnostics & Research
SILO,Healthcare,Biotechnology
TSSI,Technology,Information Technology Services
BILI,Communication Services,Internet Content & Information
FWONK,Communication Services,Entertainment
PLBY,Consumer Cyclical,Leisure
AMP,Financial Services,Asset Management
EYE,Consumer Cyclical,Specialty Retail
CARG,Consumer Cyclical,Auto & Truck Dealerships
PCRX,Healthcare,Drug Manufacturers - Specialty & Generic
WOOD,その他,
BEKE,Real Estate,Real Estate Services
CARR,Industrials,Building Products & Equipment
CRBG,Financial Services,Asset Management
BX,Financial Services,Asset Management
BTBD,Consumer Cyclical,Restaurants
POST,Consumer Defensive,Packaged Foods
XYL,Industrials,Specialty Industrial Machinery
ZBRA,Technology,Communication Equipment
DNOW,Industrials,Industrial Distribution
STE,Healthcare,Medical Devices
PG,Consumer Defensive,Household & Personal Products
SW,Consumer Cyclical,Packaging & Containers
AWK,Utilities,Utilities - Regulated Water
LGIH,Consumer Cyclical,Residential Construction
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NTGR,Technology,Communication Equipment
RUM,Communication Services,Internet Content & Information
SIGA,Healthcare,Drug Manufacturers - Specialty & Generic
SWIM,Industrials,Building Products & Equipment
CBSH,Financial Services,Banks - Regional
IMMR,Technology,Software - Application
YANG,その他,
LW,Consumer Defensive,Packaged Foods
CHH,Consumer Cyclical,Lodging
AZO,Consumer Cyclical,Auto Parts
MA,Financial Services,Credit Services
HLI,Financial Services,Capital Markets
PSKY,Communication Services,Entertainment
SMCI,Technology,Computer Hardware
SUZ,Basic Materials,Paper & Paper Products
SHW,Basic Materials,Specialty Chemicals
PATH,Technology,Software - Infrastructure
GERN,Healthcare,Biotechnology
HURA,Healthcare,Biotechnology
IR,Industrials,Specialty Industrial Machinery
HRMY,Healthcare,Biotechnology
NRG,Utilities,Utilities - Independent Power Producers
AMCR,Consumer Cyclical,Packaging & Containers
NEOV,Industrials,Electrical Equipment & Parts
GCMG,Financial Services,Asset Management
ICE,Financial Services,Financial Data & Stock Exchanges
PSTV,Healthcare,Biotechnology
PTC,Technology,Software - Application
GEO,Industrials,Security & Protection Services
ASTL,Basic Materials,Steel
HSTM,Healthcare,Health Information Services
LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WDFC,Basic Materials,Specialty Chemicals
EAF,Industrials,Electrical Equipment & Parts
TRDA,Healthcare,Biotechnology
ADT,Industrials,Security & Protection Services
PHI,Communication Services,Telecom Services
OTEX,Technology,Software - Application
SPCE,Industrials,Aerospace & Defense
APTV,Consumer Cyclical,Auto Parts
AVNW,Technology,Communication Equipment
ATRC,Healthcare,Medical Instruments & Supplies
OSPN,Technology,Software - Infrastructure
CAL,Consumer Cyclical,Apparel Retail
CBIO,Healthcare,Biotechnology
ONT,Industrials,Waste Management
LYFT,Technology,Software - Application
SKYX,Industrials,Electrical Equipment & Parts
KRUS,Consumer Cyclical,Restaurants
PDYN,Technology,Software - Infrastructure
PLTU,その他,
SNOW,Technology,Software - Application
RNW,Utilities,Utilities - Renewable
FIVN,Technology,Software - Infrastructure
FRPH,Real Estate,Real Estate Services
DERM,Healthcare,Drug Manufacturers - Specialty & Generic
HPK,Energy,Oil & Gas E&P
SSNC,Technology,Software - Application
HLN,Healthcare,Drug Manufacturers - Specialty & Generic
SID,Basic Materials,Steel
MAX,Communication Services,Internet Content & Information
GAP,Consumer Cyclical,Apparel Retail
SFBC,Financial Services,Banks - Regional
INR,Energy,Oil & Gas E&P
VNT,Technology,Scientific & Technical Instruments
WTW,Financial Services,Insurance Brokers
FLGT,Healthcare,Diagnostics & Research
CALX,Technology,Software - Infrastructure
PZZA,Consumer Cyclical,Restaurants
EVER,Communication Services,Internet Content & Information
RSG,Industrials,Waste Management
ABG,Consumer Cyclical,Auto & Truck Dealerships
CELH,Consumer Defensive,Beverages - Non-Alcoholic
STZ,Consumer Defensive,Beverages - Brewers
GXAI,Communication Services,Electronic Gaming & Multimedia
DSP,Technology,Software - Application
FINX,その他,
PESI,Industrials,Waste Management
UL,Consumer Defensive,Household & Personal Products
UNB,Financial Services,Banks - Regional
SPGI,Financial Services,Financial Data & Stock Exchanges
CNK,Communication Services,Entertainment
QNST,Communication Services,Advertising Agencies
MNKD,Healthcare,Biotechnology
SKYH,Real Estate,Real Estate - Development
INVZ,Consumer Cyclical,Auto Parts
SAM,Consumer Defensive,Beverages - Brewers
DEO,Consumer Defensive,Beverages - Wineries & Distilleries
PLTK,Communication Services,Electronic Gaming & Multimedia
DARE,Healthcare,Biotechnology
CTEV,Healthcare,Health Information Services
FUTU,Financial Services,Capital Markets
SUNE,Technology,Solar
AGEN,Healthcare,Biotechnology
ICFI,Industrials,Consulting Services
TIC,Industrials,Specialty Business Services
BTAI,Healthcare,Drug Manufacturers - Specialty & Generic
CMCSA,Communication Services,Telecom Services
LSPD,Technology,Software - Application
PGY,Technology,Software - Infrastructure
SPWR,Technology,Solar
CCB,Financial Services,Banks - Regional
CRAI,Industrials,Consulting Services
HOTH,Healthcare,Biotechnology
KKR,Financial Services,Asset Management
RPAY,Technology,Software - Infrastructure
CXT,Industrials,Specialty Industrial Machinery
GPC,Consumer Cyclical,Auto Parts
IIIV,Technology,Software - Infrastructure
LNN,Industrials,Farm & Heavy Construction Machinery
DRVN,Consumer Cyclical,Auto & Truck Dealerships
SIBN,Healthcare,Medical Devices
TRMB,Technology,Scientific & Technical Instruments
FMS,Healthcare,Medical Care Facilities
TENB,Technology,Software - Infrastructure
SST,Industrials,Specialty Business Services
WCN,Industrials,Waste Management
BZ,Communication Services,Internet Content & Information
SPOT,Communication Services,Internet Content & Information
WD,Financial Services,Mortgage Finance
MAT,Consumer Cyclical,Leisure
NRDS,Communication Services,Internet Content & Information
RWAY,Financial Services,Asset Management
JILL,Consumer Cyclical,Apparel Retail
BBOT,Healthcare,Biotechnology
BV,Industrials,Specialty Business Services
COCP,Healthcare,Biotechnology
ALC,Healthcare,Medical Instruments & Supplies
AGYS,Technology,Software - Application
AORT,Healthcare,Medical Devices
PNR,Industrials,Specialty Industrial Machinery
TZOO,Communication Services,Internet Content & Information
BBSI,Industrials,Staffing & Employment Services
ZH,Communication Services,Internet Content & Information
CHE,Healthcare,Medical Care Facilities
LUXE,Consumer Cyclical,Luxury Goods
DT,Technology,Software - Application
IIIN,Industrials,Metal Fabrication
LPLA,Financial Services,Capital Markets
FBIN,Industrials,Building Products & Equipment
INGR,Consumer Defensive,Packaged Foods
BROS,Consumer Cyclical,Restaurants
ALG,Industrials,Farm & Heavy Construction Machinery
CLBT,Technology,Software - Infrastructure
